complexName,articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,realtorName,realtorId,dong
더샵송도센텀하이브B,2536630792,더샵송도센텀하이브,월세,"2,000",130,12/29,136,64,남서향,20250708,"부가세 별도 , 첫 입주 수납 공간 굿",송도에이스공인중개사사무소,ace760603,B동
더샵송도센텀하이브B,2536662173,더샵송도센텀하이브,월세,"2,000",140,12/29,136,64,남동향,20250708,사업자 부별 호수뷰 서향 거실 긴 타입 ,스카이투유공인중개사사무소,twoyoo_sd,B동
더샵송도센텀하이브B,2536586459,더샵송도센텀하이브,월세,"2,000",140,27/29,133,63,북향,20250708,D 전입불가 멋진시티뷰 투룸복층 어서오세요,다이아공인중개사사무소,dia040812,B동
더샵송도센텀하이브B,2536710157,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북동향,20250708,전입가능 에어컨풀 전세자금대출가능  트인뷰 첫입주 ,송도호반스타부동산공인중개사사무소,ekdls7003,B동
더샵송도센텀하이브B,2536720009,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250708,사업자 부별 코너자리 호수뷰,스카이투유공인중개사사무소,twoyoo_sd,B동
더샵송도센텀하이브B,2536626150,더샵송도센텀하이브,월세,"2,000",140,25/29,133,63,남서향,20250708,잔금완납 전입가능 호수뷰  방2 화장실2 복층 역세권 ,대방시그니처공인중개사사무소,a7216688,B동
더샵송도센텀하이브B,2536767073,더샵송도센텀하이브,월세,"2,000",150,23/29,132,63,북서향,20250708,사업자 부가세별도 복층형 방2 화2 풀에어컨,송도현대SK공인중개사사무소,5631111,B동
더샵송도센텀하이브B,2536541028,더샵송도센텀하이브,월세,"2,000",120,15/29,133,63,북서향,20250707,전입안됨,센텀로또공인중개사사무소,hrg7732,B동
더샵송도센텀하이브B,2536543391,더샵송도센텀하이브,월세,"3,000",140,16/29,131,62,남서향,20250707,호수뷰 세대 임대료 조정가능 합니다,센텀로또공인중개사사무소,hrg7732,B동
더샵송도센텀하이브B,2536513105,더샵송도센텀하이브,월세,"2,000",120,18/29,132,63,남서향,20250707,전입가능합니다  빠른입주가능 신축2룸,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2536514015,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250707,조율가능 전입불가 워터프론트호수뷰 복층 신축2룸,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536523093,더샵송도센텀하이브,월세,"2,000",110,25/29,133,63,북동향,20250707,전입X 사업자무관 역세권2룸,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2536440199,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250707,전입가능 저렴월세 예쁜시티뷰 방2 선점하세요 신축첫입주,1공구공인중개사사무소,a8170109,B동
더샵송도센텀하이브B,2536513823,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북향,20250707,세탁기 건조기 커튼까지 다 해드립니다 무융 죽시입주 ,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536448886,더샵송도센텀하이브,월세,"2,000",130,20/29,132,63,북동향,20250707,역세권 즉시입주 신축첫입주. 부가세 없음  전입불가,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2536480062,더샵송도센텀하이브,월세,"2,000",120,13/29,133,63,남동향,20250707,전입가능 저렴월세 신축첫입주 2룸에 다락까지 선점하세요 역세권,1공구공인중개사사무소,a8170109,B동
더샵송도센텀하이브B,2536513734,더샵송도센텀하이브,월세,"2,000",150,27/29,133,63,북동향,20250707,전입 사업자 다가능  신축투룸 복층형구조 역세권 시티뷰 ,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536427387,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북동향,20250707,센팍시티뷰 신축첫입주 B3타입 방2에테라스 전입불가,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536533572,더샵송도센텀하이브,월세,"1,000",110,25/29,133,63,북동향,20250707,고층 시티뷰 신축첫입주 방2화2 더블역세권,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536437958,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,동향,20250707,"고층멋진시티뷰,복층투룸,높은층고로 개방감좋음",윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536558470,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250707,"계약금포기, 부가세반환. 남서향 호수뷰 급매. 안방넓고 거실에 테라스있음",송도로얄공인중개사사무소,mo4611,B동
더샵송도센텀하이브B,2536431565,더샵송도센텀하이브,월세,"2,000",140,27/29,133,63,북서향,20250707,"전입가능, 시티뷰와 사이호수뷰, 풀에어컨, 신축첫입주, 더블역세권",윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536454936,더샵송도센텀하이브,월세,"2,000",120,18/29,133,63,남서향,20250707,첫입주. 워터프런트가 보이는 확트인 전망. 수납장이 넉넉. 전입은안됨,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2536516066,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,동향,20250707,전입가능 보증금조율가능 넓은 투룸 최고 복층 ,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536430107,더샵송도센텀하이브,전세,3억,,15/29,136,64,남동향,20250707,신축첫입주 더블역세권 복층형 2룸 화2 월세도가능,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536513645,더샵송도센텀하이브,월세,"2,000",130,24/29,133,63,서향,20250707,부가세별도 전입불가 단기임차 6개월 가능 신축2룸 복층형구조 ,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536452212,더샵송도센텀하이브,월세,"2,000",120,18/29,131,62,북동향,20250707,"전입가능, 강추 매물입니다",타워공인중개사사무소,a4330020,B동
더샵송도센텀하이브B,2536416030,더샵송도센텀하이브,월세,"2,000",120,18/29,136,64,북서향,20250707,전입가능 저렴한월세 방2화2 첫입주 더블역세권,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536425396,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북동향,20250707,시원한 전면시티뷰 복층형구조 A1타입 거실테라스 전입불가,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536420717,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250707,개방감 좋은 복층형 방2 화2 풀에어컨 폴리싱타일,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536418290,더샵송도센텀하이브,월세,"3,000",120,20/29,132,63,남향,20250707,"추천 전입가능 멋진호수뷰 개방감있는 복층형 방2,화2,풀에어컨",윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536421765,더샵송도센텀하이브,월세,"1,500",115,26/29,132,63,동향,20250707,고층멋진시티뷰 더블역세권 복층투룸 높은층고로 개방감굿 전입x 부별,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536424750,더샵송도센텀하이브,월세,"1,000",120,13/29,132,63,남서향,20250707,남서향 호수뷰 전입불가 개방감좋은 복층형 방2화2 풀에어컨 ,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2537930334,더샵송도센텀하이브,월세,"2,000",140,고/29,133,63,남서향,20250714,즉시입주 호수뷰 전입가능 복층  잔금완료 ,스카이탑공인중개사사무소,j4380000,
더샵송도센텀하이브B,2537812990,더샵송도센텀하이브,월세,"2,000",140,중/29,132,63,남향,20250714,"시티뷰,남향,더블역세권,방2화2,복층,첫입주,전입불가,부가세별도,사업자",명가공인중개사사무소,smg8878,
더샵송도센텀하이브B,2538006369,더샵송도센텀하이브,월세,"2,000",135,중/29,132,63,남서향,20250714,로맨틱한복층. 수납공간  넉넉한   심플한   인테리어. 풀에어컨,한마음공인중개사사무소,s8344800,
더샵송도센텀하이브B,2538013841,더샵송도센텀하이브,월세,"3,000",120,고/29,132,63,남향,20250714,"전입가능, 더블역세권, 코너 호수뷰, 보증금월세 조정가능",힐스카이공인중개사사무소,sonhag1365,
더샵송도센텀하이브B,2538013505,더샵송도센텀하이브,전세,"2억 4,000",,고/29,133,63,남향,20250714,"전입가능, 융자없음, 풀에어컨, 세탁기, 건조기, 냉장고 옵션,등기완료",힐스카이공인중개사사무소,sonhag1365,
더샵송도센텀하이브B,2536529138,더샵송도센텀하이브,월세,"5,000",100,24/29,131,62,북서향,20250707,,송도황금R부동산공인중개사사무소,heygirl00523,B동
더샵송도센텀하이브B,2536523007,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,동향,20250707,D 전입가능 투룸의 복층감성 어서오세요,다이아공인중개사사무소,dia040812,B동
더샵송도센텀하이브B,2536485830,더샵송도센텀하이브,월세,"2,000",120,13/29,133,63,남향,20250707,전입가능 복층구조 트인뷰 생활권 편리한단지로 추천매물,송도이루다공인중개사사무소,ss7248787,B동
더샵송도센텀하이브B,2536534923,더샵송도센텀하이브,월세,"2,000",120,18/29,133,63,남서향,20250707,사업자 부가세별도 호수뷰 전망 굿,스카이투유공인중개사사무소,twoyoo_sd,B동
더샵송도센텀하이브B,2536508113,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북동향,20250707,2룸 넓은복층구조. 사업자환영 시티뷰 생활권 편리한 단지로 추천매물,송도이루다공인중개사사무소,ss7248787,B동
더샵송도센텀하이브B,2536553043,더샵송도센텀하이브,월세,"2,000",120,15/29,133,63,북동향,20250707,복층2룸hi. 전입x. 부가세별도. 안방 테라스. 첫입주,송도하이부동산공인중개사사무소,thdehgkdl,B동
더샵송도센텀하이브B,2536526342,더샵송도센텀하이브,매매,"4억 6,830",,16/29,131,62,남서향,20250707,,송도황금R부동산공인중개사사무소,heygirl00523,B동
더샵송도센텀하이브B,2536512332,더샵송도센텀하이브,월세,"2,000",150,28/29,131,62,북동향,20250707,"복층, 쇼파 냉장고 세탁기 건조기 전자레인지 티비 사업자 부별",금빛미소부동산공인중개사사무소,m8220709,B동
더샵송도센텀하이브B,2536564305,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,북서향,20250707,시티뷰0 복층형0 계약금포기0 ,대방호수공인중개사사무소,inn313313,B동
더샵송도센텀하이브B,2536402907,더샵송도센텀하이브,매매,"4억 2,147",,16/29,131,62,남서향,20250707,계약금포기 부가세환급 실투자금0원 복층투룸 호수뷰 남서향,시티오씨엘랜드공인중개사사무소,cto-land2,B동
더샵송도센텀하이브B,2536407066,더샵송도센텀하이브,월세,"2,000",150,28/29,133,63,북동향,20250707,복층. 냉장고 세탁기 건조기 전자레인지 침대 소파 옵션.부가세별도,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536418733,더샵송도센텀하이브,매매,"4억 9,590",,22/29,131,62,남서향,20250707,인기있는 남서향. 송도 최고의 전망 호수뷰. 도시야경뷰.,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536345292,더샵송도센텀하이브,월세,"2,000",120,15/29,136,64,남향,20250707,복층2룸hi. 전입x. 여유 수납공간. 풀에어컨. 안방테라스,송도하이부동산공인중개사사무소,thdehgkdl,B동
더샵송도센텀하이브B,2536475882,더샵송도센텀하이브,매매,"4억 8,500",,11/29,132,63,남서향,20250707,남서향  호수뷰 복층구조  높은층고 부가세환급,송도프리미엄공인중개사사무소,p8597122,B동
더샵송도센텀하이브B,2536475619,더샵송도센텀하이브,월세,"2,000",110,11/29,132,63,남서향,20250707,남서향  호수뷰 복층구조  높은층고,송도프리미엄공인중개사사무소,p8597122,B동
더샵송도센텀하이브B,2536420550,더샵송도센텀하이브,매매,"4억 3,620",,15/29,136,64,북동향,20250707,무피. 복층. 욕실2. 신축첫입주,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536419861,더샵송도센텀하이브,월세,"1,500",140,22/29,131,62,남서향,20250707,인기 있는 남서향. 살아보고 싶은 복층. 송도 최고 전망,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536416362,더샵송도센텀하이브,매매,"4억 2,550",,21/29,133,63,동향,20250707,개방감 좋은 복층. 욕실2. 방2. 거실과 다락방 구조,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536403302,더샵송도센텀하이브,월세,"2,000",130,12/29,136,64,남서향,20250707,"호수뷰,복층투룸,사업자",SK최고공인중개사사무소,4031004okokok,B동
더샵송도센텀하이브B,2535916809,더샵송도센텀하이브,월세,"1,500",135,중/29,132,63,남동향,20250704,신축첫입주 더블역세권 융무 전입가능 방2 화2 수납공간 많음 ,센텀최고공인중개사사무소,centumproperty,B동
더샵송도센텀하이브B,2537533032,더샵송도센텀하이브,월세,"2,000",130,고/29,132,63,남동향,20250712,센텀신축 2룸2욕실 전입불가 부가세별도 멋진시티뷰 더블역세권,센트로드강남공인중개사사무소,k8517500,
더샵송도센텀하이브B,2537533146,더샵송도센텀하이브,월세,"2,000",150,고/29,136,64,남서향,20250712,센텀신축첫입주 2룸2욕실 전면호수뷰 전입불가 부가세별도 더블역세권,센트로드강남공인중개사사무소,k8517500,
더샵송도센텀하이브B,2537530291,더샵송도센텀하이브,월세,"1,000",130,중/29,136,64,남동향,20250712,센텀하이브오피스텔 전입가능 막힘없는공원뷰 옵션있음 더블역세권,센트로드강남공인중개사사무소,k8517500,
더샵송도센텀하이브B,2537533228,더샵송도센텀하이브,월세,"2,000",130,고/29,136,64,남서향,20250712,센텀첫입주 확트인호수뷰 잔금완납 전입불가 부가세별도 더블역세권,센트로드강남공인중개사사무소,k8517500,
더샵송도센텀하이브B,2537533094,더샵송도센텀하이브,월세,"2,000",120,고/29,132,63,남동향,20250712,센텀신축 2룸2욕실  센팍과시티뷰 전입불가 사업자 더블역세권,센트로드강남공인중개사사무소,k8517500,
더샵송도센텀하이브B,2536275744,더샵송도센텀하이브,월세,"2,000",120,18/29,133,63,북동향,20250705,전입가능 멋진시티뷰 복층구조로 개방감있는집 ,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536294860,더샵송도센텀하이브,월세,"2,000",130,26/29,132,63,북동향,20250705,전입또는사업자 선택가능 투룸오피스텔 신축첫입주 선점하세요,1공구공인중개사사무소,a8170109,B동
더샵송도센텀하이브B,2536297049,더샵송도센텀하이브,전세,"2억 5,000",,28/29,136,64,북서향,20250705,융무 전세대춮가능 전입가능 풀에어컨  이사협의,스카이단지공인중개사사무소,tmzkdl_8864,B동
더샵송도센텀하이브B,2536312114,더샵송도센텀하이브,전세,"2억 5,000",,25/29,133,63,북동향,20250705,더블역세권. 귀한 전세. 전입가능. 생활편리. 가격조정가능,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2534202681,더샵송도센텀하이브,월세,"2,000",140,10/29,133,63,남서향,20250627,신축첫입주 2룸 전면호수뷰 전입불가 부가세별도 더블역세권 수납많은다락방,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2534502284,더샵송도센텀하이브,월세,"2,000",110,19/29,131,62,북동향,20250627,"신축 첫입주,더블 역세권,입주청소,줄눈시공,방2 화2,넓은 수납공간 ",센텀최고공인중개사사무소,centumproperty,B동
더샵송도센텀하이브B,2534546891,더샵송도센텀하이브,월세,"1,500",110,11/29,132,63,남동향,20250627,저렴한 임대료 편리한 주변 인프라 센텀하이브 오피스텔로 옮겨보세요,부동산대통령공인중개사사무소,8813004,B동
더샵송도센텀하이브B,2536268036,더샵송도센텀하이브,월세,"2,000",130,13/29,133,63,남동향,20250705,신축첫입주 전입가능 B1타입 거실테라스,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536268133,더샵송도센텀하이브,월세,"2,000",130,26/29,132,63,북동향,20250705,고층 시원한 시티뷰 전입X 부가세별도 방2 화2 풀에어컨 복층형,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536274332,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250705,"시티뷰, 사이호수뷰, 더블역세권 세탁기 건조기옵,냉장고",윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2535262350,더샵송도센텀하이브,월세,"2,000",120,중/29,133,63,북동향,20250703,귀한전입가능매물.북동향으로 센트럴파크도 보실 수 있어요.,OK(센텀하이브)부동산중개,okayrealestate27,B동
더샵송도센텀하이브B,2537422537,더샵송도센텀하이브,월세,"1,000",130,고/29,132,63,북동향,20250711,센텀신축첫입주 2룸2욕실 전입불가 탁트인시티뷰 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537422043,더샵송도센텀하이브,전세,"2억 4,000",,고/29,136,64,북서향,20250711,센텀첫입주 융무 전입 세탁기 건조기지원 2룸2욕실 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537326653,더샵송도센텀하이브,전세,"2억 8,000",,중/29,133,63,남동향,20250711,센텀신축 2룸2욕실 옵션있음  멋진시티뷰 법인매물  더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537525739,더샵송도센텀하이브,월세,"2,000",120,중/29,133,63,북동향,20250712,첫입주.복층.투룸. 안방 테라스.편리한 생활 인프라.전입안됨.,한마음공인중개사사무소,s8344800,
더샵송도센텀하이브B,2537324570,더샵송도센텀하이브,월세,"2,000",120,고/29,132,63,남서향,20250711,센텀첫입주 2룸2욕실 멋진호수뷰 전입불가 부가세별도 네고가능 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537530495,더샵송도센텀하이브,월세,"2,000",150,중/29,132,63,북동향,20250712,전입가능.복층으로  수납공간  넉넉한   심플한   인테리어. 풀에어컨,한마음공인중개사사무소,s8344800,
더샵송도센텀하이브B,2536276717,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북동향,20250705,즉시입주가능 전입안됨 부가세별도 시티뷰 복층2룸 화장실2 생활권편리 ,부동산중개공간,gonggan_songdo2,B동
더샵송도센텀하이브B,2536268514,더샵송도센텀하이브,월세,"2,000",150,28/29,133,63,북동향,20250705,사업자 부별 티비 냉장고 세탁기 건조기 전자레인지 침대 소파,부동산중개공간,gonggan_songdo2,B동
더샵송도센텀하이브B,2536276356,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,북동향,20250705,귀한전입가능 7월중순등기완료 시티뷰 복층2룸 화장실2 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2,B동
더샵송도센텀하이브B,2536316081,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250705,융무 전입가능 복층 역세권 건조기 세탁기 냉장고 커뮤니티시설  ,송도랜드마크공인중개사사무소,jy8580103,B동
더샵송도센텀하이브B,2536320837,더샵송도센텀하이브,월세,"2,000",130,11/29,131,62,북동향,20250705,"전입가능,2룸복층 넓은수납공간,역세권",금빛미소부동산공인중개사사무소,m8220709,B동
더샵송도센텀하이브B,2536310084,더샵송도센텀하이브,월세,"2,000",130,12/29,136,64,북동향,20250705,전입불가 빠른이사협의  호수뷰 풀에어컨 복층,탑442-4666공인중개사사무소,yesccjjtop,B동
더샵송도센텀하이브B,2537363806,더샵송도센텀하이브,매매,5억 120,,21/29,136,64,남서향,20250711,"무피,호수뷰,역세권 최고입지, 가격협의가능함 ",해든공인중개사사무소,hadden8949,B동
더샵송도센텀하이브B,2536242793,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북서향,20250705,"복층오피스텔,2룸,역세권,화장실2개",당근공인중개사사무소,carrot1091,B동
더샵송도센텀하이브B,2536260275,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,북서향,20250705,"ACE. 로얄동호, 실사진, 확트인 호수뷰 ,투룸, 사업자 ,초역세권",에이스랜드부동산공인중개사사무소,one4040101,B동
더샵송도센텀하이브B,2534076392,더샵송도센텀하이브,월세,"1,500",140,22/29,131,62,남서향,20250626,센텀신축첫입주 2룸 전면호수뷰 전입불가 부가세없음 다락방 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2536227957,더샵송도센텀하이브,월세,"2,000",130,21/29,136,64,남서향,20250705,멋진호수뷰0   풀에어컨0   복층형0   첫입주0 ,대방호수공인중개사사무소,inn313313,B동
더샵송도센텀하이브B,2536125772,더샵송도센텀하이브,월세,"2,000",140,25/29,133,63,남동향,20250704,"첫입주, 멋진 시티뷰와 센팍뷰, 전입불가, 복층, 편리한 상권",에이원공인중개사사무소,aone8222,B동
더샵송도센텀하이브B,2536116515,더샵송도센텀하이브,월세,"2,000",110,21/29,133,63,북동향,20250704,시티뷰지만 뻥 뷰. 전입불가. 단기 가능,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2534269088,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,북동향,20250626,뷰가좋은 라인입니다 줄눈시공예정 사업자OK,한라시티부동산공인중개사사무소,officemate820516,B동
더샵송도센텀하이브B,2536029470,더샵송도센텀하이브,월세,"2,000",110,19/29,131,62,북동향,20250704,전입X 시원한시티뷰 신축 로얄라인 풀에어컨 방2 화2 복층 ,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536107542,더샵송도센텀하이브,월세,"1,000",110,17/29,132,63,북서향,20250704,부가세없음 2000에100도가능 암막커튼 전입불가 신축첫입주 ,윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2536065002,더샵송도센텀하이브,월세,"2,000",150,16/29,133,63,남향,20250704,"워터프런트뷰,복층,전입안됨,부가세별도",송도의아침공인중개사사무소,avess4803,B동
더샵송도센텀하이브B,2536243783,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,남동향,20250705,"복층구조의 고급 펜트, 넓은 테라스",당근공인중개사사무소,carrot1091,B동
더샵송도센텀하이브B,2536237974,더샵송도센텀하이브,월세,"2,000",120,19/29,131,62,북동향,20250705,A1. 역세권. 시티뷰. 트인뷰. 부가세별도. 줄눈시공. 가전옵션가능,푸른솔공인중개사사무소,pureunsol8200,B동
더샵송도센텀하이브B,2536132216,더샵송도센텀하이브,매매,"3억 6,650",,18/29,136,64,남동향,20250704,"계포 부포 추가마피,송도최초 방2화2 복층형,호수뷰,역세권",송도나이스공인중개사사무소,b7217300,B동
더샵송도센텀하이브B,2535966460,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250704,"융무 전세대춮가능 전입가능 풀에어컨 세탁기,냉장고옵션 추가  이사협의",스카이단지공인중개사사무소,tmzkdl_8864,B동
더샵송도센텀하이브B,2536081858,더샵송도센텀하이브,전세,"2억 5,000",,20/29,132,63,북동향,20250704,"시티뷰,국제업무지구역 근처,복층,풀FCU",송도의아침공인중개사사무소,avess4803,B동
더샵송도센텀하이브B,2536189140,더샵송도센텀하이브,매매,"3억 7,258",,15/29,136,64,북서향,20250705,신축 복층 계약금포기 추가 마이너스2천 급매 득템하세요,8공구호반공인중개사사무소,sysil8181,B동
더샵송도센텀하이브B,2534309809,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,북동향,20250626,,센텀최고공인중개사사무소,centumproperty,B동
더샵송도센텀하이브B,2535967560,더샵송도센텀하이브,전세,"2억 5,000",,17/29,132,63,북서향,20250704,융무 전세대춮가능 전입가능 풀에어컨  이사협의,스카이단지공인중개사사무소,tmzkdl_8864,B동
더샵송도센텀하이브B,2537517660,더샵송도센텀하이브,월세,"1,500",120,중/29,132,63,북동향,20250711,복층.첫입주.전입가능. 편리한 생활 인프라 . 시티뷰 좋아요.,한마음공인중개사사무소,s8344800,B동
더샵송도센텀하이브B,2537502046,더샵송도센텀하이브,월세,"2,000",120,중/29,133,63,남서향,20250711,복층.첫입주.전입가능. 편리한 생활 인프라,한마음공인중개사사무소,s8344800,B동
더샵송도센텀하이브B,2537399616,더샵송도센텀하이브,월세,"1,300",110,중/29,132,63,남동향,20250711,"더블역세권, 양창, 코너호수뷰, 신축오피스텔, 부별",힐스카이공인중개사사무소,sonhag1365,B동
더샵송도센텀하이브B,2537368940,더샵송도센텀하이브,전세,"2억 4,000",,중/29,132,63,북동향,20250711,"융무,희소성다락방,주변오피스운집으로편리한연계,호수뷰,넉넉한수납",당근공인중개사사무소,carrot1091,B동
더샵송도센텀하이브B,2537107897,더샵송도센텀하이브,월세,"1,500",140,고/29,131,62,남서향,20250710,센텀신축 2룸 시티뷰 전입불가 부가세없음 수납많은다락방 역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537473993,더샵송도센텀하이브,월세,"2,000",120,중/29,132,63,남동향,20250711,"풀에어컨,즉시입주가능 보증금조정가능 신축 첫 입주",세븐공인중개사사무소,dmswjd112582,B동
더샵송도센텀하이브B,2537274870,더샵송도센텀하이브,매매,"14억 6,180",,고/29,264,126,남서향,20250710,분양가매매협의가능 센텀펜트층첫입주 3룸 시티뷰 국제업무지구역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537212743,더샵송도센텀하이브,월세,"1,500",120,고/29,136,64,북동향,20250710,"시원한 시티뷰,센팍뷰, 커튼설치예정, 부가세별도, 즉시입주가능",윤슬공인중개사사무소,iisuk6211,B동
더샵송도센텀하이브B,2537274490,더샵송도센텀하이브,월세,"2,000",120,중/29,131,62,남서향,20250710,센텀신축  2룸2욕실 귀한전입가능 멋진호수뷰 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537401150,더샵송도센텀하이브,월세,"2,000",130,중/29,130,62,남서향,20250711,"o전입가능o 더블역세권, 보증금 월세 조정가능, 저렴한 신축",힐스카이공인중개사사무소,sonhag1365,B동
더샵송도센텀하이브B,2537228426,더샵송도센텀하이브,매매,"3억 9,147",,중/29,131,62,남서향,20250710,"투룸, 추천매물,복층,호수뷰,계약금포기,부가세환급",금탑공인중개사사무소,goldtower2001,B동
더샵송도센텀하이브B,2535396919,더샵송도센텀하이브,월세,"5,000",100,중/29,136,64,남서향,20250702,초역세권 신축 탁트인 호수뷰 로얄라인 전입가능 줄눈 나노코팅시공 ,센텀최고공인중개사사무소,centumproperty,B동
더샵송도센텀하이브B,2537384046,더샵송도센텀하이브,매매,"3억 7,111",,고/29,133,63,북서향,20250711,"2룸과넓은다락방,게포부반환마이너스2천,저렴한매물,전실에어컨,신축첫입주",오늘공인중개사사무소,fax4669,B동
더샵송도센텀하이브B,2537400147,더샵송도센텀하이브,월세,"2,000",130,중/29,133,63,북동향,20250711,"o전입가능o 더블역세권, 막힘없는 뷰, 저렴한 신축",힐스카이공인중개사사무소,sonhag1365,B동
더샵송도센텀하이브B,2537228751,더샵송도센텀하이브,월세,"2,000",120,중/29,131,62,남서향,20250710,"투룸,센텀하이브,신축첫입주,복층,부가세별도,호수뷰",금탑공인중개사사무소,goldtower2001,B동
더샵송도센텀하이브B,2537272260,더샵송도센텀하이브,전세,"2억 7,000",,고/29,132,63,남동향,20250710,센텀신축 2룸 공원뷰 귀한전세 수납장잘된다락방 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2535967289,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북향,20250704,센텀하이브. 첫입주 복층. 전입안됨. 부가세별도,웰사랑부동산공인중개사사무소,a8345858,B동
더샵송도센텀하이브B,2536074450,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,북동향,20250704,전입안됨.,대방백년공인중개사사무소,cjh1741,B동
더샵송도센텀하이브B,2536004453,더샵송도센텀하이브,매매,"13억 2,030",,29/29,261,124,서향,20250704,마피1억 펜트하우스 매매,스카이투유공인중개사사무소,twoyoo_sd,B동
