articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,realtorName,realtorId
2535079713,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,남동향,20250630,"신축,전불,부가별도,송도최초 방2화2 복층형,대형수납공간,역세권,시티뷰",송도나이스공인중개사사무소,b7217300
2536498929,더샵송도센텀하이브,월세,"2,000",90,고/29,133,63,북서향,20250707,풀에어컨 사업자 부가세별도 즉시입주가능 저렴한매물,랜드365부동산공인중개사사무소,p8330365
2536337536,더샵송도센텀하이브,월세,"2,000",115,고/29,132,63,북동향,20250707,"부가세 별도, 코너 자리, 수납 공간 굿, 더블 역세권",송도에이스공인중개사사무소,ace760603
2535007470,더샵송도센텀하이브,매매,"13억 7,030",,29/29,261,124,서향,20250630,"신축 센텀 펜트, 마이너스 피, 초 역세권",송도에이스공인중개사사무소,ace760603
2535054881,더샵송도센텀하이브,월세,"1,000",120,20/29,132,63,북동향,20250630,전입불가  잔금완납 즉시입주 시티뷰  냉장고 세탁기 설치가능,대방시그니처공인중개사사무소,a7216688
2535013427,더샵송도센텀하이브,매매,"4억 5,680",,25/29,131,62,남동향,20250630,"더블 역세권 막힘없는 전망,최강입지 지금이 기회",송도에이스공인중개사사무소,ace760603
2535030758,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250630,사업자 부가세별도 중간층 호수뷰 ,스카이투유공인중개사사무소,twoyoo_sd
2535080636,더샵송도센텀하이브,월세,"1,000",120,27/29,131,62,북서향,20250630,"신축첫입주, 복층형, 방2 욕실2,  시티뷰 및 호수뷰, 사업자",송도모아공인중개사사무소,songdomoa1
2535142940,더샵송도센텀하이브,전세,3억,,28/29,133,63,남동향,20250630,"전입가능,신축,첫입주,복층,방2,화2",수정부동산공인중개사사무소,sjaj1001
2535029611,더샵송도센텀하이브,월세,"2,000",140,16/29,130,62,남서향,20250630,전입가능 중간층 시티호수뷰,스카이투유공인중개사사무소,twoyoo_sd
2535142259,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남동향,20250630,"전입가능,신축,첫입주,복층,방2,화2",수정부동산공인중개사사무소,sjaj1001
2535023197,더샵송도센텀하이브,월세,"2,000",140,10/29,133,63,남서향,20250630,"사업자, 호수뷰, 보증금조정가능, 거실테라스타입",대방탑공인중개사사무소,daebangtop24
2535036043,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,남서향,20250630,사업자 부별 고층 시티뷰 간섭없음,스카이투유공인중개사사무소,twoyoo_sd
2536162736,더샵송도센텀하이브,월세,"2,000",120,중/29,133,63,남서향,20250705,센텀신축첫입주 2룸 막힘없는전면호수뷰 전입불가 부가세별도 역세권,센트로드강남공인중개사사무소,k8517500
2536174252,더샵송도센텀하이브,월세,"2,000",140,고/29,131,62,남서향,20250705,"2룸,신축첫입주,국제업무지구역,전입불,호수뷰",금탑공인중개사사무소,goldtower2001
2534599256,더샵송도센텀하이브,월세,"2,000",125,중/29,132,63,북동향,20250627,전입가능 I 최저가월세 I 시티뻥뷰 I 선점하세요,송도이음공인중개사사무소,guid098
2536267112,더샵송도센텀하이브,월세,"1,500",130,고/29,131,62,북동향,20250705,워터프론트뷰 남서향 A1타입 층고높음 전입불가,윤슬공인중개사사무소,iisuk6211
2536173553,더샵송도센텀하이브,월세,"2,000",150,고/29,133,63,북동향,20250705,"투룸,신축첫입주,단기가능,보증금조정가능",금탑공인중개사사무소,goldtower2001
2532727401,더샵송도센텀하이브,전세,"2억 3,000",,28/29,131,62,북동향,20250620,최저가전세 I 환상적인시티뷰 I 전입가능 I 융무,송도이음공인중개사사무소,guid098
2532860535,더샵송도센텀하이브,전세,3억,,24/29,136,64,남서향,20250620,센텀첫입주 전면호수뷰 2룸 수납많은다락방 더블역세권,센트로드강남공인중개사사무소,k8517500
2536192269,더샵송도센텀하이브,전세,"2억 5,000",,고/29,132,63,남서향,20250705,"o호수뷰o , 더블역세권, 생활권편리, 방2 화장실2 복층",힐스카이공인중개사사무소,sonhag1365
2536193232,더샵송도센텀하이브,월세,"1,300",120,고/29,132,63,남동향,20250705,"더블역세권, 시티뷰, 신축오피스텔, 부가세별도, 편리한생활권",힐스카이공인중개사사무소,sonhag1365
2536012131,더샵송도센텀하이브,월세,"5,000",100,고/29,132,63,남서향,20250704,센텀하이브 전입가능 보증금 조정 가능 월세,넘버원공인중개사사무소,woosunmin2901
2536121874,더샵송도센텀하이브,월세,"2,000",130,중/29,132,63,북동향,20250704,센텀신축 2룸 전입불가 부가세없음 풀에어컨 국제업무지구역세권,센트로드강남공인중개사사무소,k8517500
2536024467,더샵송도센텀하이브,월세,"2,000",130,중/29,136,64,남서향,20250704,센텀신축 2룸 사업자가능 부가세별도 전입안됨 수납많은다락방 역세권,센트로드강남공인중개사사무소,k8517500
2536025737,더샵송도센텀하이브,월세,"2,000",120,중/29,132,63,북동향,20250704,센텀첫입주 2룸 잔금완료 막힘없는시티뷰 전입불가 부가세별도 더블역세권,센트로드강남공인중개사사무소,k8517500
2536123219,더샵송도센텀하이브,월세,"2,000",150,고/29,133,63,남서향,20250704,센텀신축 2룸 호수뷰 전입불가 부가세별도 역세권 옵션가능 수납많은다락방,센트로드강남공인중개사사무소,k8517500
2536122776,더샵송도센텀하이브,월세,"1,500",120,중/29,131,62,북동향,20250704,센텀첫입주 2룸 부가세별도 전입불가 막힘없는시티뷰 역세권,센트로드강남공인중개사사무소,k8517500
2536043314,더샵송도센텀하이브,월세,"1,000",110,고/29,131,62,북동향,20250704,"신축첫입주,더블역세권 도보3분이내,확트인뷰 저렴매물",센텀최고공인중개사사무소,centumproperty
2536036253,더샵송도센텀하이브,월세,"1,000",120,중/29,132,63,북동향,20250704,국제업무지구역 신축첫입주 방2화2 복층 풀에어컨 시티뷰 전입안됨,센텀나이스공인중개사사무소,55mangaya
2534783015,더샵송도센텀하이브,월세,"1,300",110,15/29,131,62,남향,20250627,전입불가 풀에어컨 신축투룸 복층형구조 역세권,아크베이한길공인중개사사무소,hangil834557
2534783312,더샵송도센텀하이브,월세,"2,000",130,12/29,136,64,남서향,20250627,전입불가 사업자 금액조율가능 호수뷰맛집 복층 넓은 수납공간,아크베이한길공인중개사사무소,hangil834557
2534783749,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250627,전입불가 시티뷰 복층 수납공간 넉넉 신축2룸 역세권,아크베이한길공인중개사사무소,hangil834557
2534783865,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,동향,20250627,전입불가 금액조율가능 넓은 투룸 최고 복층 ,아크베이한길공인중개사사무소,hangil834557
2534783246,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,남향,20250627,귀한 전입가능 멋진 시티뷰맛집 복층 넓은 수납공간,아크베이한길공인중개사사무소,hangil834557
2534783369,더샵송도센텀하이브,월세,"1,000",120,27/29,131,62,북향,20250627,전입X 사업자 조율가능 호수뷰 복층 넓은 수납공간,아크베이한길공인중개사사무소,hangil834557
2534783498,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,동향,20250627,전입가능 탁트인 시티뷰 복층 넓은 수납공간,아크베이한길공인중개사사무소,hangil834557
2534783800,더샵송도센텀하이브,월세,"1,000",130,17/29,132,63,동향,20250627,전입안됨 보증금조율가능 넓은 투룸 최고 복층 ,아크베이한길공인중개사사무소,hangil834557
2534783636,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,동향,20250627,전입불가  풀에어컨 줄눈시공 신축투룸 복층형구조 역세권,아크베이한길공인중개사사무소,hangil834557
2534817312,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,동향,20250628,"무피, 귀한 복층구조의 펜트하우스, 넓은 테라스, 포괄양수양도",미소공인중개사사무소,smilerich8924
2534796846,더샵송도센텀하이브,월세,"1,000",120,14/29,132,63,남동향,20250627,I 부가세별도 I 확트인시티뷰 I 방2 I 다락방 I,송도태평양공인중개사사무소,p8316965
2534783568,더샵송도센텀하이브,월세,"1,500",130,22/29,131,62,남서향,20250627,전입불가 워터프론트호수뷰 풀에어컨 역세권,아크베이한길공인중개사사무소,hangil834557
2534642689,더샵송도센텀하이브,매매,"3억 9,945",,10/29,131,62,남서향,20250627,,센텀나이스공인중개사사무소,55mangaya
2534590589,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,북동향,20250627,"막힘없는 시티뷰, 복층, 첫입주, 입주협의",에이원공인중개사사무소,aone8222
2534702053,더샵송도센텀하이브,월세,"2,000",110,26/29,132,63,북동향,20250627,"신축 초역세권, 투룸 환상적인 시티뷰,로얄층 추천매물 ",센텀최고공인중개사사무소,centumproperty
2534782942,더샵송도센텀하이브,월세,"2,000",130,20/29,132,63,북서향,20250627,사업자 전입x 보증금월세조율가능 숙소가능 방2 화장실 2개,아크베이한길공인중개사사무소,hangil834557
2534675515,더샵송도센텀하이브,월세,"2,000",140,12/29,136,64,남서향,20250627,안정감있는 층으로 워터프런트호수뷰를 공유합니다,동행공인중개사사무소,8328980
2534676037,더샵송도센텀하이브,전세,"2억 5,000",,12/29,136,64,남서향,20250627,워터프런트  호수뷰를 공유하며 안정감있는 층입니다,동행공인중개사사무소,8328980
2534780399,더샵송도센텀하이브,월세,"2,000",130,15/29,133,63,북동향,20250627,전입불가 워터프론트호수뷰 복층 신축2룸 역세권,아크베이한길공인중개사사무소,hangil834557
2534780513,더샵송도센텀하이브,월세,"2,000",130,14/29,132,63,북동향,20250627,전입불가 냉장고 세탁기 풀에어컨 신축투룸 복층형구조 역세권,아크베이한길공인중개사사무소,hangil834557
2534782804,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,동향,20250627,전입가능 센팍뷰  풀에어컨 신축투룸 복층형구조 역세권,아크베이한길공인중개사사무소,hangil834557
2534663142,더샵송도센텀하이브,월세,"1,500",120,22/29,133,63,남서향,20250627,전면호수뷰 해잘드는 남서향 사업자 부가세별도 풀에어컨 방2 화2,윤슬공인중개사사무소,iisuk6211
2532831890,더샵송도센텀하이브,전세,"2억 5,000",,14/29,132,63,북동향,20250619,센팍뷰가 보이는 센텀오피스텔 전세 ,한라시티부동산공인중개사사무소,officemate820516
2534782716,더샵송도센텀하이브,월세,"2,000",130,16/29,130,62,북서향,20250627,무융월세 즉시입주 전입가능 조율가능 ,아크베이한길공인중개사사무소,hangil834557
2534590839,더샵송도센텀하이브,매매,"5억 1,310",,15/29,136,64,남동향,20250627,"첫입주, 무피, 부가세반환, 센팍뷰, 역세권단지",에이원공인중개사사무소,aone8222
2535909699,더샵송도센텀하이브,월세,"2,000",140,중/29,136,64,남서향,20250703,센텀신축 2룸 막힘없는호수뷰 전입가능 더블역세권,센트로드강남공인중개사사무소,k8517500
2536569188,더샵송도센텀하이브,월세,"2,000",120,16/29,133,63,북서향,20250708,첫입주투룸 사업자 부가세별도 역세권  ,조은자리공인중개사사무소,goodrec3355
2536561703,더샵송도센텀하이브,월세,"1,500",130,11/29,132,63,남서향,20250707,"부별, 전입X, 남서향 호수조망 복층2룸. 역세권 신축. 안방넓은구조",송도로얄공인중개사사무소,mo4611
2536636023,더샵송도센텀하이브,월세,"2,000",130,13/29,133,63,남서향,20250708,,송도대방공인중개사사무소,ppisuni721224
2535907599,더샵송도센텀하이브,월세,"2,000",130,중/29,133,63,북동향,20250703,센텀신축첫입주 2룸 뻥뚫린시티뷰 전입가능 더블역세권,센트로드강남공인중개사사무소,k8517500
2535909103,더샵송도센텀하이브,월세,"1,000",130,고/29,132,63,남동향,20250703,센텀신축 2룸 전입불가 부가세없음 시티뷰 잔금완납 더블역세권,센트로드강남공인중개사사무소,k8517500
2536570447,더샵송도센텀하이브,월세,"1,000",110,25/29,133,63,북동향,20250708,첫입주투룸 사업자 전입x 역세권  ,조은자리공인중개사사무소,goodrec3355
2535746014,더샵송도센텀하이브,월세,"2,000",140,고/29,136,64,북동향,20250703,센텀신축 2룸 사업자 전입안됨  풀에어컨 다락방있는2룸 역세권,센트로드강남공인중개사사무소,k8517500
2535745093,더샵송도센텀하이브,월세,"2,000",140,중/29,133,63,남서향,20250703,센텀신축 호수뷰 전입불가 부가세별도 2룸국제업무지구역세권 수납많은다락방,센트로드강남공인중개사사무소,k8517500
2534661034,더샵송도센텀하이브,월세,"1,500",120,19/29,131,62,동향,20250627,"초역세권,즉시입주가능,부가세별도,풀에어컨,편하게연락주세요",더봄부동산공인중개사사무소,thebom8959
2534722416,더샵송도센텀하이브,매매,"4억 2,147",,16/29,131,62,남서향,20250627,복층2룸hi. 계약금포기. 부가세환급조건. 시원한 호수뷰,송도하이부동산공인중개사사무소,thdehgkdl
2534586485,더샵송도센텀하이브,매매,"3억 8,727",,10/29,133,63,북동향,20250627,계약금포기 포괄양수도 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2534722860,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250627,복층2룸hi. 계약금포기. 부가세환급. 예쁜 호수뷰. 테라스,송도하이부동산공인중개사사무소,thdehgkdl
2534659396,더샵송도센텀하이브,월세,"1,500",120,26/29,132,63,동향,20250627,"신축,저렴한매물,역세권,부가세별도,줄눈해드려요",더봄부동산공인중개사사무소,thebom8959
2534722495,더샵송도센텀하이브,매매,"4억 7,880",,21/29,133,63,남서향,20250627,복층2룸hi. 부가세 반환. 역세권. 예쁜 호수뷰,송도하이부동산공인중개사사무소,thdehgkdl
2534779490,더샵송도센텀하이브,전세,3억,,18/29,136,64,남서향,20250627,"예쁜호수뷰,2룸,복층,수납공간많은다락,첫입주",수정부동산공인중개사사무소,sjaj1001
2534613825,더샵송도센텀하이브,월세,"1,500",130,22/29,131,62,남서향,20250627,"신축, 국제업무지구역 인근, 복층, 투룸, 신축, 부별, 호수뷰",송도에이스공인중개사사무소,ace760603
2534788157,더샵송도센텀하이브,매매,"4억 4,109",,19/29,131,62,남서향,20250627,"뷰좋은라인, 계포. 사업자x. 복층구조 멋진호수뷰. 생활권 편리한 단지",송도이루다공인중개사사무소,ss7248787
2534626994,더샵송도센텀하이브,월세,"3,000",140,26/29,132,63,남동향,20250627,"전입X, 안방 테라스타입, 풀FCU, 전기쿡탑,주방 엔지니어드스톤",대방탑공인중개사사무소,daebangtop24
2534632924,더샵송도센텀하이브,월세,"1,500",130,22/29,131,62,남서향,20250627,부가세별도.방2.복층구조.풀에어컨.호수뷰,수부동산공인중개사사무소,ssoo8809
2534722917,더샵송도센텀하이브,매매,"4억 5,070",,19/29,133,63,남서향,20250627,복층2룸hi. 초역세권. 투자가치 최상. 테라스,송도하이부동산공인중개사사무소,thdehgkdl
2534610863,더샵송도센텀하이브,전세,"2억 5,000",,14/29,132,63,동향,20250627,"신축, 국제업무지구역 인근, 복층, 2룸, 2화장실",송도에이스공인중개사사무소,ace760603
2534692525,더샵송도센텀하이브,월세,"2,000",150,28/29,128,61,동향,20250627,,송도대방공인중개사사무소,ppisuni721224
2534586193,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250627,전입안됨 부가세별도 호수뷰 풀에어컨 복층2룸 화장실2 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2534570590,더샵송도센텀하이브,월세,"2,000",110,27/29,133,63,북향,20250626,고층으로 시야가 트여있습니다,동행공인중개사사무소,8328980
2534581984,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,북동향,20250627, 계약금포기 부가세포기 호수조망 복층2룸 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2534617758,더샵송도센텀하이브,월세,"2,000",130,11/29,132,63,북동향,20250627,"전입x, 부가세 별도, 신축, 복층, 역세권 도보 5분, 협의 가능",송도에이스공인중개사사무소,ace760603
2532908742,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,남향,20250619,"역세권,복층 2룸,화장실2개,세탁기,냉장고,건조기,커튼있어요,신혼부부강추",송도리더스공인중개사사무소,6620kissub
2532527299,더샵송도센텀하이브,월세,"2,000",150,23/29,132,63,북서향,20250618,센텀첫입주 시티뷰 전입불가 부가세별도 2룸 더블역세권,센트로드강남공인중개사사무소,k8517500
2534564375,더샵송도센텀하이브,월세,"2,000",120,22/29,133,63,남서향,20250626,전입불가 사업자 워터프론트호수뷰 신축2룸 역세권,아크베이한길공인중개사사무소,hangil834557
2534565191,더샵송도센텀하이브,월세,"2,000",110,18/29,133,63,남서향,20250626,,센텀최고공인중개사사무소,centumproperty
2532645466,더샵송도센텀하이브,월세,"2,000",115,28/29,131,62,북동향,20250618,전입가능 저렴한 임대료  파노라마 시티뷰 완전 강추,부동산대통령공인중개사사무소,8813004
2534512364,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250626,"뷰맛집, 방2개, 복층, 사업자, 부가세, 역세권",부동산시월공인중개사사무소,october-real
2533913158,더샵송도센텀하이브,월세,"5,000",100,고/29,132,63,남서향,20250624,전입가능 I 아름다운호수뷰 I 보증금월세조정가능 ,송도이음공인중개사사무소,guid098
2535507146,더샵송도센텀하이브,월세,"2,000",130,고/29,136,64,남서향,20250702,센텀첫입주 확트인호수뷰 잔금완납 전입불가 부가세별도 더블역세권,센트로드강남공인중개사사무소,k8517500
2533751922,더샵송도센텀하이브,월세,"1,500",110,중/29,130,62,북서향,20250624,센텀신축 2룸 시티뷰 전입불가 부가세별도 역세권,센트로드강남공인중개사사무소,k8517500
2535568229,더샵송도센텀하이브,월세,"2,000",100,중/29,131,62,북동향,20250702,센텀신축 2룸 시티뷰 부가세별도 전입안됨 옵션협의 역세권,센트로드강남공인중개사사무소,k8517500
2536489320,더샵송도센텀하이브,월세,"3,000",140,24/29,131,62,북서향,20250707,"방2개,욕실2개,복층형,일반사업자,큰 거실,국제업무지구역",송도학원가부동산공인중개사사무소,a8517755
2535859925,더샵송도센텀하이브,월세,"2,000",130,고/29,133,63,남서향,20250703,"강추, 호수뷰, 복층, 방 2개 화장실 2개, 전입 불가, 빠른 입주",하이 공인중개사사무소,na4fkdsun8
2535571689,더샵송도센텀하이브,매매,5억 650,,고/29,133,63,남서향,20250702,센텀첫입주 2룸2욕실 전면호수뷰 추가협의가능 더블역세권,센트로드강남공인중개사사무소,k8517500
2535898338,더샵송도센텀하이브,매매,"4억 4,060",,중/29,136,64,남동향,20250703,"무피,조정가능,계포,부포,남동향막힘없는씨티뷰",금빛미소부동산공인중개사사무소,m8220709
2535568015,더샵송도센텀하이브,매매,"4억 4,060",,중/29,136,64,북동향,20250702,센텀신축  2룸 시티뷰 추가협의가능한매물 더블역세권,센트로드강남공인중개사사무소,k8517500
2534502846,더샵송도센텀하이브,월세,"2,000",110,17/29,132,63,북동향,20250626,"첫입주,개방감좋은 높은 층고,복층구조,부가세 별도,시티뷰,수납공간넉넉",송일부동산공인중개사사무소,songdoreal
2534521828,더샵송도센텀하이브,월세,"1,000",130,17/29,132,63,남동향,20250626,"o사이다o 부가세 별도, 복층, 침실2,욕실2,뻥뷰 수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2534575313,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북서향,20250626,"o사이다o 부가세 별도, 복층, 침실2,욕실2,뻥뷰 수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2535912008,더샵송도센텀하이브,월세,"2,000",135,25/29,131,62,남동향,20250703,"신축 첫 입주, 사업자, 방 2개 화장실 2개, 옵션 제공",송도에이스공인중개사사무소,ace760603
2534537311,더샵송도센텀하이브,월세,"2,000",135,25/29,131,62,북서향,20250626,R. 전입불가 부가세별도 신축첫입주 사업자환영 초역세권,리우부동산공인중개사사무소,7214677
2534207926,더샵송도센텀하이브,전세,3억,,16/29,131,62,남서향,20250625,"워터프런트뷰,복층,센트럴파크역 근처",송도의아침공인중개사사무소,avess4803
2534391695,더샵송도센텀하이브,월세,"2,000",150,16/29,133,63,서향,20250626,사업자 부가세별도 호수뷰 오피스텔,스카이투유공인중개사사무소,twoyoo_sd
2534487418,더샵송도센텀하이브,월세,"1,500",130,22/29,131,62,남서향,20250626,"신축,첫입주,남서향,호수뷰,2룸복층,부가세별도",수정부동산공인중개사사무소,sjaj1001
2534385868,더샵송도센텀하이브,매매,5억 120,,21/29,136,64,남서향,20250626,남서 호수뷰 제일 좋은 라인 부가세 반납,원탑시티오씨엘공인중개사사무소,onetop6144
2534417026,더샵송도센텀하이브,월세,"2,000",150,28/29,133,63,북동향,20250626,,워커힐공인중개사사무소,u2readers
2534400014,더샵송도센텀하이브,월세,"1,500",120,19/29,130,62,북서향,20250626,"첫입주,복층구조,전입x,방2,욕2,연세로가격조정가능",부동산다름공인중개사사무소,7kbj169
2532318543,더샵송도센텀하이브,전세,"2억 3,000",,18/29,136,64,북동향,20250617,센텀신축 멋진시티뷰 수납장잘된다락방 2룸 더블역세권,센트로드강남공인중개사사무소,k8517500
2534381730,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남동향,20250626,"역세권 신축 투룸, 복층구조, 거실테라스, 부가세별도, 전입안됨",부동산신화공인중개사사무소,a8311689
2534393417,더샵송도센텀하이브,매매,"13억 2,030",,29/29,261,124,북서향,20250626,마피1억원 복층 펜트 센팍시티뷰 풀에 인덕션 넓은야외테라스,부동산다름공인중개사사무소,7kbj169
2534216822,더샵송도센텀하이브,월세,"1,000",130,15/29,136,64,남동향,20250625,멋진시티뷰 센팍뷰 전입가능 첫입주 개방감있는 복층형 ,윤슬공인중개사사무소,iisuk6211
2532361120,더샵송도센텀하이브,매매,"3억 6,758",,15/29,136,64,북서향,20250617,신축 투룸 계포 추가마피 2500 가격조율가능,다온부동산공인중개사사무소,daonda2019
2534215833,더샵송도센텀하이브,월세,"2,000",130,25/29,133,63,남동향,20250625,센트럴파크공원뷰 B1타입 더블역세권 신축첫입주,윤슬공인중개사사무소,iisuk6211
2534308918,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남동향,20250625,"빠른입주가능,무융자,전입가능,투룸,복층,고층,전철역인접,수납공간많음",송도이지공인중개사사무소,songdoeasy
2534268177,더샵송도센텀하이브,매매,"4억 2,800",,14/29,132,63,남향,20250625,,에이원공인중개사사무소,aone8222
2534308683,더샵송도센텀하이브,전세,3억,,28/29,133,63,남동향,20250625,"빠른입주가능,무융자,전입가능,투룸,복층,고층,수납공간많음",송도이지공인중개사사무소,songdoeasy
2534268640,더샵송도센텀하이브,월세,"2,000",130,14/29,132,63,북동향,20250625,"입주협의, 막히지않은 트인 시티뷰, 부가세별도, 국제업무지구역, 편리한상",에이원공인중개사사무소,aone8222
2534219016,더샵송도센텀하이브,월세,"2,000",110,24/29,136,64,북동향,20250625,역세권. 복층. 많은 수납공간. 트여있는 시티뷰. 일반사업자 ,센텀나이스공인중개사사무소,55mangaya
2535556881,더샵송도센텀하이브,월세,"1,500",120,중/29,132,63,북향,20250702,"o대로코너자리o , 더블역세권, 부별, 복층형투룸",힐스카이공인중개사사무소,sonhag1365
2535690982,더샵송도센텀하이브,월세,"3,000",120,고/29,132,63,남서향,20250702,센텀하이브. B2. 전입가능. 트인뷰. 호수뷰. 역세권. 조절가능,푸른솔공인중개사사무소,pureunsol8200
2535689217,더샵송도센텀하이브,월세,"2,000",150,고/29,133,63,북동향,20250702,,푸른솔공인중개사사무소,pureunsol8200
2535403687,더샵송도센텀하이브,월세,"2,000",120,고/29,132,63,남동향,20250701,센텀신축 2룸 시티뷰 전입불가 사업자 더블역세권,센트로드강남공인중개사사무소,k8517500
2535404382,더샵송도센텀하이브,월세,"2,000",140,고/29,132,63,남동향,20250701,센텀신축 2룸 전입불가 부가세별도 시티뷰 더블역세권,센트로드강남공인중개사사무소,k8517500
2535389050,더샵송도센텀하이브,월세,"2,000",130,고/29,133,63,북동향,20250701,세금계산서 발행 코너자리,송도대박공인중개사사무소,daebak7373
2535402927,더샵송도센텀하이브,월세,"2,000",150,고/29,136,64,남서향,20250701,센텀신축첫입주 2룸 전면호수뷰 전입불가 부가세별도 더블역세권,센트로드강남공인중개사사무소,k8517500
2533955465,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북서향,20250624,"시티뷰,복층,냉장고,세탁기,건조기,무융자",송도의아침공인중개사사무소,avess4803
2533961377,더샵송도센텀하이브,월세,"2,000",150,16/29,131,62,남서향,20250624,,센텀나이스공인중개사사무소,55mangaya
2533983620,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,북동향,20250624,"신축첫입주. 역세권, 복층, 풀에어컨,수납공간 많음, 전입 안됨",센텀나이스공인중개사사무소,55mangaya
2535323603,더샵송도센텀하이브,매매,5억 120,,21/29,136,64,남서향,20250701,가격조정가능 역세권 신축첫입주 2룸 워터프론트뷰,센텀나이스공인중개사사무소,55mangaya
2534172727,더샵송도센텀하이브,매매,"3억 9,969",,20/29,132,63,북서향,20250625,"전용 20, 계약금 포기, 대로변 코너",대방탑공인중개사사무소,daebangtop24
2533972202,더샵송도센텀하이브,전세,"2억 5,000",,18/29,136,64,북동향,20250624,"시티뷰와 센트럴파크뷰, 복층,저렴한 전세",송도의아침공인중개사사무소,avess4803
2534304616,더샵송도센텀하이브,전세,3억,,16/29,131,62,남서향,20250625,"융자무,전세대출보증보험가능,풀에어컨,호수뷰,방2화2,복층다락방",수부동산공인중개사사무소,ssoo8809
2534308561,더샵송도센텀하이브,매매,"4억 2,860",,14/29,132,63,남서향,20250625,"조율가능,복층,풀에어컨,신축,국제업무단지역초역세권",수부동산공인중개사사무소,ssoo8809
2534028175,더샵송도센텀하이브,월세,"2,000",120,11/29,132,63,동향,20250624,조정가능 잔금완납세대 시티뷰 뷰맛집 신축2룸 역세권 ,아크베이한길공인중개사사무소,hangil834557
2534118993,더샵송도센텀하이브,매매,"3억 9,249",,16/29,131,62,동향,20250624,가격조율가능 넓은 투룸의 복층구조 멋진시티뷰,아크베이한길공인중개사사무소,hangil834557
2534280958,더샵송도센텀하이브,월세,"2,000",130,25/29,131,62,북서향,20250625,"o사이다o 복층, 침실2,욕실2,부가세 별도,수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2533972689,더샵송도센텀하이브,월세,"2,000",130,19/29,131,62,북동향,20250624,"시티뷰,복층,전입안됨, 부가세별도",송도의아침공인중개사사무소,avess4803
2534134554,더샵송도센텀하이브,매매,"4억 7,503",,28/29,131,62,남서향,20250625,"호수뷰, 부가세 환급",복드림부동산공인중개사사무소,b8347111
2534304017,더샵송도센텀하이브,월세,"3,000",140,16/29,131,62,남서향,20250625,"조율0,2천에150,사업자,복층오피스텔,호수뷰역세권첫입주",수부동산공인중개사사무소,ssoo8809
2534307028,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,북동향,20250625,복층형 2룸 2화장실. 풀에어컨. 수납부자.뻥뷰,송도황금R부동산공인중개사사무소,heygirl00523
2534278488,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,북향,20250625,,송도사이다공인중개사사무소,infor7979
2531696045,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250616,전입 복층형투룸 풀에어컨 수납공간 좋은 곳 아름다운 도시뷰,다온부동산공인중개사사무소,daonda2019
2535051365,더샵송도센텀하이브,전세,"2억 4,000",,고/29,136,64,북서향,20250630,융무 전입 세탁기 건조기지원 ,센트로드강남공인중개사사무소,k8517500
2535502034,더샵송도센텀하이브,매매,"4억 5,400",,고/29,132,63,북동향,20250701,"방2개, 욕실2개, 복층, 국제업무지구역 역세권",꿈나무부동산공인중개사사무소,a7134008
2535046094,더샵송도센텀하이브,전세,"2억 8,000",,중/29,133,63,남동향,20250630,센텀신축 2룸 옵션있음  멋진시티뷰 법인매물  더블역세권,센트로드강남공인중개사사무소,k8517500
2535048388,더샵송도센텀하이브,월세,"1,000",130,고/29,132,63,북동향,20250630,센텀신축첫입주 2룸 전입불가 탁트인시티뷰 더블역세권,센트로드강남공인중개사사무소,k8517500
